,Id,SalePrice
0,1461,81423696.76274882
1,1462,100492878.98128039
2,1463,104259869.4915563
3,1464,103392420.59835841
4,1465,99964191.59046707
5,1466,101651970.10871875
6,1467,94356308.0807641
7,1468,95865425.67419718
8,1469,102392163.09797603
9,1470,79585469.76847143
10,1471,103956323.95618546
11,1472,73643487.63095781
12,1473,78131224.71028376
13,1474,96795867.78006804
14,1475,75885658.97517908
15,1476,141357595.97785288
16,1477,116111415.33946322
17,1478,122864887.73280627
18,1479,128729386.09457797
19,1480,176984386.44693795
20,1481,140029934.89195082
21,1482,104569667.63161236
22,1483,101804967.22344857
23,1484,92863531.07142156
24,1485,87041483.08923846
25,1486,105846674.61049902
26,1487,147765265.06079355
27,1488,118705963.01125735
28,1489,98283070.38537782
29,1490,109762134.4764264
30,1491,103562124.32509139
31,1492,81831999.23850685
32,1493,105937656.61460006
33,1494,134830502.95040143
34,1495,133488404.7402671
35,1496,110623084.98836052
36,1497,105131635.2836487
37,1498,84655589.50307357
38,1499,84655589.50307357
39,1500,85788841.15224111
40,1501,97099574.07863656
41,1502,79637212.34108841
42,1503,112937888.3747285
43,1504,112976205.84926683
44,1505,111429584.86835495
45,1506,127431744.93887249
46,1507,139523757.27148283
47,1508,119479673.09918049
48,1509,100997384.82981214
49,1510,96954697.66176346
50,1511,95893390.57302794
51,1512,111188610.5212639
52,1513,103439735.25743094
53,1514,118448289.77705535
54,1515,136592617.41889864
55,1516,99377974.2794166
56,1517,89814678.57284412
57,1518,116197753.96578464
58,1519,111009658.77716842
59,1520,91065892.42191114
60,1521,94272327.5477055
61,1522,109157016.12129849
62,1523,90990919.50619227
63,1524,84132759.94189104
64,1525,82363215.03389932
65,1526,82919790.08862004
66,1527,79096572.6516132
67,1528,87174723.10933045
68,1529,93950223.14306271
69,1530,104816151.15071985
70,1531,105557576.0790815
71,1532,77845031.55827829
72,1533,103061479.06954953
73,1534,87788141.73542242
74,1535,103779255.13699852
75,1536,91423399.56746292
